unique_id,power_plant_name,country,country_iso3c,bri_country,region,subregion,province,city,installed_capacity,commissioning_year,primary_fuel,latitude,longitude,duplicate_power_plant,investment_type,investment_cofinanced_bu,debt_investment_averaged,debt_investment_weighted,equity_investment_weighted,total_investment_amount,equity_investor_name_1,equity_investor_amount_1,equity_investor_name_2,equity_investor_amount_2,equity_investment_type,equity_investment_year,parent_company_of_investor,SOE_or_POE,debt_investment_year,debt_investment_amount,number_of_lenders,bank_of_china,china_development_bank,export_import_bank_of_china,industrial_and_commercial_bank_of_china,china_construction_bank,bank_of_communications,agricultural_bank_of_china,china_citic_bank_corp,china_merchants_bank,china_minsheng_banking_corp,china_zheshang_bank,china_everbright_bank,silk_road_fund,china_co-financing_fund_for_latin_america_and_the_caribbean,compid,unit_id,location_id.x,gppd_id,fdi_id,rma_id,bu_id,sais_id,iad_id,r_id,ij_id,cgp_id,RE/Fossil
PAK2021021,PORT QASIM DATANG,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Bin Qasim Town - Malir Dist - Karachi,700,,coal,,,N,Both,N,N,N,,750,China Datang Overseas Investment,,,,Greenfield,2015,China Datang Corporation (CDT),SOE,2016,750,,,750,,,,,,,,,,,,,1037035,1271762;1271763,1109736,,355782,,210,,,,,,Fossil
PAK2021022,PORT QASIM THERMAL,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Port Qasim - Karachi,1320,2017,coal,,,N,Both,N,N,N,,1563.75,Power Construction Corporation of China,,,,Greenfield,2015,Power Construction Corporation of China,SOE,2015,1563.75,,,,1563.75,,,,,,,,,,,,1047035,1256449;1260436,1102388,,344197,,,,,,40913,PK.F.008.1; PK.F.008.2,Fossil
PAK2021023,QUAID-E-AZAM SOLAR-2,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Bahawalpur Dist,300,2016,solar pv,,,N,Equity,,,,,,ZTE Corp,,,,Greenfield,,Zhongxingxin Telecom Co Ltd,POE,,,,,,,,,,,,,,,,,,1047207,1280136,1115217,,,,,,,,,PK.F.004.2,RE
PAK2021025,QUAID-E-AZAM SOLAR-1,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Bahawalpur Dist,100,2015,solar pv,,,N,Equity,,,,,,Zonergy Co Ltd,,,,Greenfield,2015,Zonergy Co Ltd,POE,,,,,,,,,,,,,,,,,,1052090,1266067,1105221,,343285,,,,,,41343,PK.F.004.1,RE
PAK2021026,SAHIWAL PROJECT,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Qadirabad - Sahiwal Dist,1320,,coal,,,N,Both,,N,N,N,1800,China Huaneng Group Co Ltd,183.6,Shandong Ruyi Technology Group,176.4,Greenfield,2017,China Huaneng Group Co Ltd,SOE,2017,1440,,,,,1440,,,,,,,,,,,1046017,1256594; 1256595,1100173,,,,,,,,40020,PK.F.009.1; PK.F.009.2,Fossil
PAK2021027,SUKI KINARI,Pakistan,PAK,Y,Asia,Southern Asia,Khyber-Pakhtunkhwa,Taluk Balakot - Mansehra Dist,234.5,2023,hydro,,,N,Both,Y,Y,N,N,1610.09,China Gezhouba Group Corp,160.09,,,Greenfield,2017,China Energy Engineering Group Co Ltd,SOE,2017,1450,2,,,1350,100,,,,,,,,,,,1031590,1193207,1063030,,,,242,,,154083643719,30075,PK.023.1; PK.023.2; PK.023.3; PK.023.4,RE
PAK2021028,ThalNova,Pakistan,PAK,Y,Asia,Southern Asia,,,330,,coal,,,N,Both,Y,Y,N,N,141.64,China Machinery Engineering Corp,12.4,,,Greenfield,2020,China National Machinery Industry Corp,SOE,2017,129.24,3,,43.08,,,,,,,,43.08,43.08,,,,,,,,,,,,,154085621601,53012,,Fossil
PAK2021029,THAR BLOCK-I,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Thatta Dist,1320,2022,coal,,,N,Both,,Y,N,N,1553.5,Shanghai Electric Power Co Ltd,478,,,Greenfield,2015,State Power Investment Corp Ltd,SOE,2020,1075.5,,,358.5,358.5,358.5,,,,,,,,,,,1049351,1269771;1269772,1108362,,350404,,,,,,34305,PK.F.017.1; PK.F.017.2,Fossil
PAK2021030,ENGRO THAR BLOCK-II,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Islamkot - Thatta Dist,665,2019,coal,,,N,Both,N,N,N,N,717.95,China General Technology Group Holding Co Ltd ,96.95,,,Greenfield,2016,China General Technology Group Holding Co Ltd ,SOE,2016,621,,,207,,207,207,,,,,,,,,,1034693,1257279;1257280,1100667,,,,187,,,,32419,PK.017.1; PK.017.2,Fossil
PAK2021031,JHAMPIR NORINCO,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Thatta Dist,100,,onshore wind,,,N,Both,N,N,N,,250,China North Industries Corp ,,,,Greenfield,,China North Industries Group Corp Ltd,SOE,2015,250,1,,250,,,,,,,,,,,,,1054477,1289068; 1289069,1121333,,,,,,,154086924699,,PK.F.026.1; PK.F.026.2,RE
PAK2021033,LAHORE XINGZHONG,Pakistan,PAK,Y,Asia,Southern Asia,,Lahore,40,,biomass,,,N,Equity,,,,,,Lahore Xingzhong Renewable Energy,,,,Greenfield,2018,Chengdu Xingrong Environment Co Ltd,POE,,,,,,,,,,,,,,,,,,1056041,1293198; 1312132,1124444,,464798,,,,,,,PK.F.028.1; PK.F.028.2,RE
PAK2021034,,Pakistan,PAK,Y,Asia,Southern Asia,,,330,,coal,,,N,Debt,,N,N,,497.7,,,,,,,,,2018,497.7,,,497.7,,,,,,,,,,,,,,,,,,,261,,,,,,Fossil
PAK2021035,,Pakistan,PAK,Y,Asia,Southern Asia,,,1320,,coal,,,N,Debt,,Y,N,,2000,,,,,,,,,2018,2000,5,,400,400,400,400,400,,,,,,,,,,,,,,,,,,154083623854,,PK.F.029.1; PK.F.029.2,Fossil
PAK2021037,,Pakistan,PAK,Y,Asia,Southern Asia,"Jhimpir, Thatta District, Sindh Province",,50,,onshore wind,,,N,Debt,,N,N,,107.2,,,,,,,,,2017,107.2,1,,,,107.2,,,,,,,,,,,,,,,,,,,,154083643840,,,RE
PAK2021038,,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,,200,,onshore wind,,,N,Equity,,,,,,A-Power Energy Generation Systems,,,,Greenfield,2010,A-Power Energy Generation Systems,POE,,,,,,,,,,,,,,,,,,,,,,168987,,,,,,,,RE
PAK2022039,CHAUBARA SOLAR,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Chaubara - Layyah Dist,100,2022,solar pv,,,N,Equity,,,,,,Zhenfa Energy Group Co Ltd,,,,Greenfield,2021,Jiangsu Zhenfa Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1060202,1308911,1135670,,,,,,,,55098,PK.020,RE
PAK2022040,NANDIPUR,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Nandipur - Gujranwala Dist,425,2018,gas,,,N,Debt,,Y,N,,49.1,,,,,,,,,2009,49.1,,,,49.1,,,,,,,,,,,,1035156,1209354; 1217311; 1217312; 1217313,1072521,,,,,,,,29717,,Fossil
PAK2022041,THAR BLOCK-II HUB,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Thatta Dist,330,2021,coal,,,N,Both,,N,N,N,276,China Machinery Engineering Corp,13,,,Greenfield,2019,China National Machinery Industry Corp,SOE,2019,263,,,263,,,,,,,,,,,,,1010946,1276549,1112696,,,,,,,,45604,PK.F.016,Fossil
PAK2023042,Guddu Gas Plant ,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Kashmore Dist,511.2,2017,gas,,,N,Debt,,N,N,,154.7,,,,,,,,,2011,154.7,,,,154.7,,,,,,,,,,,,1029591,1218860; 1222273,1033201,,,,385,,,,,PK.007.1; PK.007.2,Fossil
PAK2023043,Korangi Gas Plant ,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Bin Qasim Town Malir Dist - Karachi,144.4,2018,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1003713,1126015; 1220162; 1215368; 1220160; 1220161,1020513,,,,,,,,,PK.F.013.1; PK.F.013.10; PK.F.013.7; PK.F.013.8; PK.F.013.9,Fossil
PAK2023044,,Pakistan,PAK,Y,Asia,Southern Asia,,,,,onshore wind,,,N,Equity,,,,,246.525,China General Nuclear Power Corp,246.525,,,M&A,2022,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,,,,,,4009819040,,,,,,,RE
PAN2022001,PENONOME-I,Panama,PAN,Y,Americas,Latin America and the Caribbean,Cocle,Penonome,55,2016,onshore wind,,,N,Equity,,,,N,47.25,Xinjiang Goldwind Science & Technology Co ltd ,47.25,,,Greenfield,2013,Xinjiang Goldwind Science & Technology Co ltd ,POE,,,,,,,,,,,,,,,,,,1021895,1265786,1133452,,,,,,,,27795,,RE
PER2021001,SAN GABAN-III,Peru,PER,Y,Americas,Latin America and the Caribbean,Puno,San Gaban Dist - Carabaya Prov,206,2021,hydro,,,N,Equity,,,,,,Hydro Global Peru,,,,Greenfield,2019,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1052565,1220784; 1281754,1078817,,504672,,,,,,,PE.F.004.1; PE.F.004.2,RE
PER2022002,CHAGLLA,Peru,PER,Y,Americas,Latin America and the Caribbean,Huanuco,Chaglla Dist - Pachitea Dist,456,2016,hydro,,,N,Both,,N,N,,850,China Three Gorges Corp,,,,M&A,2019,China Three Gorges Corp,SOE,2019,850,,850,,,,,,,,,,,,,,1046070,1109099; 1109100,1015379,,,,,,,,39003,PE.F.001.1;PE.F.001.2;PE.F.001.3,RE
PER2023003,HUALLAGA-I,Peru,PER,Y,Americas,Latin America and the Caribbean,Huanuco,Pachitea Prov,372,2027,hydro,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1046070,1308881; 1308882; 1308883,1135654,,,,,,,,,PE.F.002.1;PE.F.002.2;PE.F.002.3,RE
PER2023004,MOQUEGUA FV,Peru,PER,Y,Americas,Latin America and the Caribbean,Moquegua,Moquegua Dist - Mariscal Nieto,20,2012,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1261300,1103014,,,,,,,,,PE.F.003,RE
PHL2021001,MARIVELES COAL,Philippines,PHL,Y,Asia,South-eastern Asia,Bataan (Central Luzon),Bgy Alasasin - Mariveles,600,2014,coal,,,N,Debt,Y,N,N,,493,,,,,,,,,2010,493,,,493,,,,,,,,,,,,,1026661,1199161; 1199162,1054104,,,,,,,,20681,,Fossil
PHL2021002,VALENZUELA SOLAR,Philippines,PHL,Y,Asia,South-eastern Asia,Metro Manila (NCR),Brgy Isla - Valenzuela City,8.5,2015,solar pv,14.7019,120.954,N,Equity,,,,,,Suntech Power Holdings Co Ltd,,,,Greenfield,,Suntech Power Holdings Co Ltd,POE,,,,,,,,,,,,,,,,,,1050467,1273819,1111032,WRI1023903,,,,,,,,PH.F.002,RE
PHL2021003,,Philippines,PHL,Y,Asia,South-eastern Asia,Central Luzon,,300,,coal,,,N,Equity,,,,,,China Energy Investment Co Ltd,,,,Greenfield,2018,Zhongxin Tianjin Power Battery Technology Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,460280,,,,,,,,Fossil
PHL2021004,,Philippines,PHL,Y,Asia,South-eastern Asia,Central Visayas,Cebu,1200,,coal,,,N,Equity,,,,,,China Energy Investment Co Ltd,,,,Greenfield,2018,Zhongxin Tianjin Power Battery Technology Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,460276,,,,,,,,Fossil
PHL2021005,FAIRLANE AUTOMOTIVE,Philippines,PHL,Y,Asia,South-eastern Asia,Cebu (C Visayas),Cebu City,1,2018,solar pv,,,N,Equity,,,,,,ET SOLAR Inc,,,,Greenfield,2015,ET SOLAR Inc,POE,,,,,,,,,,,,,,,,,,1046726,1296727,1127033,,339929,,,,,,,PH.F.001,RE
PHL2022006,LANAO KAUSWAGAN,Philippines,PHL,Y,Asia,South-eastern Asia,Lanao del Norte (N Mindanao),Brgy Libertad - Kauswagan,138,2020,coal,,,N,Debt,,Y,N,,85,,,,,,,,,2016,85,,85,,,,,,,,,,,,,,1045468,1260712,1098927,,,,,,,,36354,,Fossil
PNG2023001,EDEVU,Papua New Guinea,PNG,Y,Oceania,Melanesia,Central,Kairuku Hiri Dist,54,2022,hydro,,,N,Equity,,,,,,Shenzhen Energy Group Co Ltd,,,,Greenfield,,Shenzhen Energy Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1052923,1282870; 1285710,1117072,,,,,,,,,PG.F.002.1; PG.F.002.2,RE
POL2021001,ILZA,Poland,POL,Y,Europe,Eastern Europe,Mazowieckie,Ilza,54,2014,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1261251,1102993,,,,,,,,,PL.F.003,RE
POL2021002,JEDRYCHOWICE ZGOR,Poland,POL,Y,Europe,Eastern Europe,Dolnoslaskie,Zgorzelec,54,2013,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1261250,1102992,,,,,,,,,PL.F.001,RE
POL2021003,KORSZE,Poland,POL,Y,Europe,Eastern Europe,Warminsko-Mazurskie,Korsze,70,2012,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1234011,1086587,,,,,,,,,PL.F.007,RE
POL2021004,LINOWO,Poland,POL,Y,Europe,Eastern Europe,Kujawsko-Pomorskie,Linowo,48,2013,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1015263,1237617,1088666,,,,,,,,,PL.F.004,RE
POL2021005,MARGONIN,Poland,POL,Y,Europe,Eastern Europe,Wielkopolskie,Margonin,120,2010,onshore wind,52.9643,17.1572,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1208384,1071918,WRI1019080,,,,,,,,PL.F.005,RE
POL2021006,PAWLOWO GOLANCZ,Poland,POL,Y,Europe,Eastern Europe,Wielkopolskie,Golancz - Wagrowiec County,79.5,2013,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1252440,1097548,,,,,,,,28190,PL.F.006,RE
POL2021007,RZEPIN,Poland,POL,Y,Europe,Eastern Europe,Lubuskie,Rzepin - Slubice,58,2015,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1015263,1234158,1086672,,,,,,,,,PL.F.002,RE
POL2021008,,Poland,POL,Y,Europe,Eastern Europe,,,1,,solar pv,,,N,Equity,,,,,,BYD Co Ltd,,,,Greenfield,2018,BYD Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,484322,,,,,,,,RE
POL2021009,,Poland,POL,Y,Europe,Eastern Europe,,,55,,solar pv,,,N,Equity,,,,,,ReneSola,,,,Greenfield,2019,Emeren Group Ltd,POE,,,,,,,,,,,,,,,,,,,,,,487285,,,,,,,,RE
POL2022010,EDP's European Wind Portfolio ,Poland,POL,Y,Europe,Eastern Europe,,,392,,onshore wind,,,N,Equity,,,,Y,363.595935,China Three Gorges Corp,363.595935,,,M&A,2016,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,35521,,RE
POL2022011,KORYTNICA NORTH,Poland,POL,Y,Europe,Eastern Europe,Mazowieckie,Korytnica - Wegrow County,82.5,2016,onshore wind,,,N,Equity,,,,Y,141.0436709,China Central and Eastern Europe Investment Cooperation Fund SCS SICAV SIF,141.0436709,,,M&A,2014,China Central and Eastern Europe Investment Cooperation Fund SCS SICAV SIF,SOE,,,,,,,,,,,,,,,,,,1049116,1268895,1107919,,,,,,,,31335,,RE
POL2022012,MYCIELIN,Poland,POL,Y,Europe,Eastern Europe,Lubuskie,Mycielin - Zagan,46,2016,onshore wind,,,N,Debt,,Y,N,,15.43,,,,,,,,,2015,15.43,,15.43,,,,,,,,,,,,,,1022984,1266081,1106082,,,,,,,,32394,,RE
POL2022013,ReneSola Hungarian and Polish Solar PV Portfolio,Poland,POL,Y,Europe,Eastern Europe,,,55,,solar pv,,,N,Equity,,,,,,ReneSola ,,,,Greenfield,2019,Emeren Group Ltd,POE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45298,,RE
POL2022014,WROBLEW-1,Poland,POL,Y,Europe,Eastern Europe,Lodzkie,Wroblew - Sieradz,36,2014,onshore wind,,,N,Equity,,,,Y,61.54632911,China Central and Eastern Europe Investment Cooperation Fund SCS SICAV SIF,61.54632911,,,M&A,2014,China Central and Eastern Europe Investment Cooperation Fund SCS SICAV SIF,SOE,,,,,,,,,,,,,,,,,,1034477,1263723,1104645,,,,,,,,31335,,RE
PRT2021001,ACOR,Portugal,PRT,Y,Europe,Southern Europe,Coimbra,Agranil,20,2004,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1192985,1062868,,,,,,,,,PT.F.001,RE
PRT2021003,ALTO DO TALEFE,Portugal,PRT,Y,Europe,Southern Europe,Viseu,Cinfaes,13.5,2004,onshore wind,40.9898,-7.9868,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1163178; 1203109,1042702,WRI1023273,,,,,,,,PT.F.002,RE
PRT2021004,SERRA DO BARROSO,Portugal,PRT,Y,Europe,Southern Europe,Vila Real,Cerdedo - Boticas,28,2009,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1192982; 1223959,1062866,,,,,,,,,PT.F.015.1; PT.F.015.2,RE
PRT2021005,CABECO DA RAINHA,Portugal,PRT,Y,Europe,Southern Europe,Castelo Branco,Serta,53.4,2009,onshore wind,39.8555,-7.9142,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1189053; 1192983; 1223949; 1223950; 1223955; 1223956,1060234,WRI1023308,,,,,,,,PT.F.003.1; PT.F.003.2; PT.F.003.3; PT.F.003.4; PT.F.003.5; PT.F.003.6,RE
PRT2021006,CADAFAZ,Portugal,PRT,Y,Europe,Southern Europe,Coimbra,Cadafaz-Gois,10.2,2001,onshore wind,40.1066,-8.0403,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1189058,1060238,WRI1023312,,,,,,,,PT.F.004,RE
PRT2021007,FONTE DA MESA,Portugal,PRT,Y,Europe,Southern Europe,Viseu,Resende,10.2,1996,onshore wind,41.0948,-7.8687,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1115229,1016490,WRI1023346,,,,,,,,PT.F.005,RE
PRT2021008,FONTE DA QUELHA,Portugal,PRT,Y,Europe,Southern Europe,Viseu,Cinfaes,13.5,2005,onshore wind,41.0117,-8.1008,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1185179; 1203110,1057733,WRI1023348,,,,,,,,PT.F.006,RE
PRT2021010,MALHANITO,Portugal,PRT,Y,Europe,Southern Europe,Faro,Cachopo,58,2013,onshore wind,37.3302,-7.8044,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1038146,1253620,1098342,WRI1023383,,,,,,,,PT.F.007,RE
PRT2021011,NEGRELO-GUILHADO,Portugal,PRT,Y,Europe,Southern Europe,Vila Real,Soutelo Aguiar - Vila Pouca de Aguiar,10,2009,onshore wind,41.475,-7.6272,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1223958,1080736,WRI1023401,,,,,,,,PT.F.008,RE
PRT2021012,ORTIGA,Portugal,PRT,Y,Europe,Southern Europe,Leiria,Castanheira de Pera,13.37,2007,onshore wind,40.0051,-8.2365,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1195480; 1223930,1064636,WRI1023402,,,,,,,,PT.F.009,RE
PRT2021013,PADRELA ENERNOVA,Portugal,PRT,Y,Europe,Southern Europe,Vila Real,Vreia de Jales - Vila Pouca de Aguiar,7.5,2004,onshore wind,41.4384,-7.6498,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1185180,1057734,WRI1023404,,,,,,,,PT.F.010,RE
PRT2021014,PENA SUAR,Portugal,PRT,Y,Europe,Southern Europe,Porto,Canadelo - Amarante,16,2005,onshore wind,41.2927,-7.9216,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1132128; 1203113,1016491,WRI1023411,,,,,,,,PT.F.011.1; PT.F.011.2,RE
PRT2021015,RAIA-POUSAFOLES,Portugal,PRT,Y,Europe,Southern Europe,Sabugal,Benespera,28,2013,onshore wind,40.4297,-7.2443,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1038146,1253619,1098341,WRI1023430,,,,,,,,PT.F.012,RE
PRT2021016,SAFRA,Portugal,PRT,Y,Europe,Southern Europe,Leiria,Figueiro dos Vinhos,41.75,2006,onshore wind,40.0602,-8.1639,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1195479,1064635,WRI1023334,,,,,,,,PT.F.013,RE
PRT2021017,SALGUEIROS-GUILHADO,Portugal,PRT,Y,Europe,Southern Europe,Vila Real,Vila Pouca de Aguiar,8,2009,onshore wind,41.49,-7.601,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1038146,1222371,1079771,WRI1023436,,,,,,,,PT.F.014,RE
PRT2021018,SERRA DO MU,Portugal,PRT,Y,Europe,Southern Europe,Beja,S Barnabe - Almodovar,22,2009,onshore wind,39.52825,-7.9693,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1223932; 1223957,1080727,WRI1023469; WRI1023473,,,,,,,,PT.F.016.1; PT.F.016.2; PT.F.016.3,RE
PRT2021019,TERRA FRIA,Portugal,PRT,Y,Europe,Southern Europe,Vila Real,Chaves - Montalegre,96,2010,onshore wind,41.7783,-7.8747,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1038146,1231613,1085293,WRI1022473,,,,,,,,PT.F.017,RE
PRT2021020,VILA NOVA ENE,Portugal,PRT,Y,Europe,Southern Europe,Coimbra,Miranda do Corvo,26,2005,onshore wind,40.0461,-8.2754,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1031700,1192984; 1203117,1062867,WRI1022493,,,,,,,,PT.F.018.1; PT.F.018.2,RE
PRT2022021,,Portugal,PRT,Y,Europe,Southern Europe,,,300,,solar pv,,,N,Equity,,,,,,Shanghai Electric Power Co Ltd,,,,Greenfield,2020,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,547639,,,,,,,,RE
ROU2021001,CEF CLUE SOLAR,Romania,ROU,Y,Europe,Eastern Europe,Brasov,Clue,7.14,2014,solar pv,,,N,Equity,,,,,,Unisun Energy Group,,,,Greenfield,2014,Unisun Energy Group,POE,,,,,,,,,,,,,,,,,,1046341,1257520,1100807,,291677,,,,,,,,RE
ROU2021002,CEF DEJ SOLAR,Romania,ROU,Y,Europe,Eastern Europe,Cluj,Dej,5.98,2014,solar pv,,,N,Equity,,,,,,Unisun Energy Group,,,,Greenfield,2014,Unisun Energy Group,POE,,,,,,,,,,,,,,,,,,1046341,1257518,1100805,,291757,,,,,,,,RE
ROU2021003,CEF DUMBRAVA,Romania,ROU,Y,Europe,Eastern Europe,Prahova,Dumbrava,5.1,2012,solar pv,,,N,Equity,,,,,,ReneSola,,,,Greenfield,,Emeren Group Ltd,POE,,,,,,,,,,,,,,,,,,1043749,1247018,1094218,,,,,,,,,RO.F.001,RE
ROU2021004,PUIENI,Romania,ROU,Y,Europe,Eastern Europe,Giurgiu,Puieni,100,,solar pv,,,N,Equity,,,,,,Lightway Solar,,,,Greenfield,2013,Lightway Solar,POE,,,,,,,,,,,,,,,,,,1045064,1252471; 1252472,1097578,,262620,,,,,,,,RE
ROU2021005,SETRA SOLAR,Romania,ROU,Y,Europe,Eastern Europe,Brasov,Setra,6.4,2014,solar pv,,,N,Equity,,,,,,Unisun Energy Group,,,,Greenfield,2014,Unisun Energy Group,POE,,,,,,,,,,,,,,,,,,1046341,1257519,1100806,,291677,,,,,,,,RE
ROU2021006,UCEA DE SUS,Romania,ROU,Y,Europe,Eastern Europe,Brasov,Ucea de Sus,55,2013,solar pv,,,N,Equity,,,,,,Hareon Solar Co Ltd,,,,Greenfield,,Hareon Solar Co Ltd,POE,,,,,,,,,,,,,,,,,,1045320,1253565,1098292,,,,,,,,,RO.F.002,RE
ROU2021007,,Romania,ROU,Y,Europe,Eastern Europe,,Cluj County,82,,solar pv,,,N,Equity,,,,,,Astronergy,,,,M&A,2013,Chint Group Corp,POE,,,,,,,,,,,,,,,,,,,,,,,2579665040,,,,,,,RE
ROU2021008,,Romania,ROU,Y,Europe,Eastern Europe,Brasov,,82,,solar pv,,,N,Debt,N,N,N,,114.12,,,,,,,,,2013,114.12,,,114.12,,,,,,,,,,,,,,,,,,,145,,,,,,RE
RUS2021001,BELOPOROZHSKY-1,Russia,RUS,Y,Europe,Eastern Europe,Karelia Republic,Panozero  - Kem' Dist,25.76,2020,hydro,,,N,Equity,,,,,,China Civil Engineering Construction Corp,,,,Greenfield,2015,China Railway Construction Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1040833,1265001;1274726,1105442,,350419,,,,,,,,RE
RUS2021002,BELOPOROZHSKY-2,Russia,RUS,Y,Europe,Eastern Europe,Karelia Republic,Panozero  - Kem' Dist,25.76,2021,hydro,,,N,Equity,,,,,,China Civil Engineering Construction Corp,,,,Greenfield,2015,China Railway Construction Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1040833,1265002;1274727,1105443,,350419,,,,,,,,RE
RUS2021003,ASTRAKHAN OKTYABRSKAYA,Russia,RUS,Y,Europe,Eastern Europe,Astrakhan Oblast,Oktyabrsky - Kamyzyaksky Dist,15,2018,solar pv,,,N,Equity,,,,,,Solar Systems,,,,Greenfield,2019,Sirius Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1054703,1305185,1133127,,542662,,,,,,47556,,RE
