unique_id,power_plant_name,country,country_iso3c,bri_country,region,subregion,province,city,installed_capacity,commissioning_year,primary_fuel,latitude,longitude,duplicate_power_plant,investment_type,investment_cofinanced_bu,debt_investment_averaged,debt_investment_weighted,equity_investment_weighted,total_investment_amount,equity_investor_name_1,equity_investor_amount_1,equity_investor_name_2,equity_investor_amount_2,equity_investment_type,equity_investment_year,parent_company_of_investor,SOE_or_POE,debt_investment_year,debt_investment_amount,number_of_lenders,bank_of_china,china_development_bank,export_import_bank_of_china,industrial_and_commercial_bank_of_china,china_construction_bank,bank_of_communications,agricultural_bank_of_china,china_citic_bank_corp,china_merchants_bank,china_minsheng_banking_corp,china_zheshang_bank,china_everbright_bank,silk_road_fund,china_co-financing_fund_for_latin_america_and_the_caribbean,compid,unit_id,location_id.x,gppd_id,fdi_id,rma_id,bu_id,sais_id,iad_id,r_id,ij_id,cgp_id,RE/Fossil
KAZ2021003,ZHANAZHOL (ZHTES),Kazakhstan,KAZ,Y,Asia,Central Asia,Aktobe,Zhanazhol,96,2010,gas,,,N,Equity,,,,,,China National Petroleum Corp,,,,Greenfield,,China National Petroleum Corp,SOE,,,,,,,,,,,,,,,,,,1019402,1160737; 1274876; 1274877; 1274878,1040011,,,,,,,,,KZ.F.001.1; KZ.F.001.2; KZ.F.001.3; KZ.F.001.4,Fossil
KAZ2021004,KENTAU ZHENFA,Kazakhstan,KAZ,Y,Asia,Central Asia,Turkistan,Kentau,50,,onshore wind,,,N,Equity,,,,,,Jiangsu Zhenfa Holding Group Co Ltd,,,,Greenfield,2018,Jiangsu Zhenfa Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1055310,1291485,1123130,,454105,,,,,,,KZ.009,RE
KAZ2021005,KENTAU ZHENFA,Kazakhstan,KAZ,Y,Asia,Central Asia,Turkistan,Kentau,30,,solar pv,,,N,Equity,,,,,,Jiangsu Zhenfa Holding Group Co Ltd,,,,Greenfield,2018,Jiangsu Zhenfa Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1055310,1291486,1123130,,455127,,,,,,,KZ.008,RE
KAZ2021006,RISEN KARAGANDA,Kazakhstan,KAZ,Y,Asia,Central Asia,Karaganda,Gulshat - Aktogay Dist,40,2019,solar pv,,,N,Equity,,,,,,Risen Energy Co Ltd,,,,Greenfield,2018,Risen Energy Co Ltd,POE,,,,,,,,,,,,,,,,,,1055958,1292977,1124258,,460871,,,,,,,KZ.F.004,RE
KAZ2021007,RISEN SUZAK,Kazakhstan,KAZ,Y,Asia,Central Asia,Turkistan,Suzak Dist,50,2020,solar pv,,,N,Equity,,,,,,Risen Energy Co Ltd,,,,Greenfield,2018,Risen Energy Co Ltd,POE,,,,,,,,,,,,,,,,,,1055958,1296954,1127196,,460872,,,,,,,KZ.F.005,RE
KAZ2022008,EKIBASTUZ-2,Kazakhstan,KAZ,Y,Asia,Central Asia,Pavlodar,,630,2024,coal,,,N,Debt,,N,N,,400,,,,,,,,,2008,400,,,400,,,,,,,,,,,,,1040269,1113473,1014175,,,,401,,,,17387,KZ.007,Fossil
KAZ2022009,ZHANATAS,Kazakhstan,KAZ,Y,Asia,Central Asia,Zhambyl,Opornaya,100,2021,offshore wind,,,N,Both,,N,N,N,125.3,State Power Investment Corp Ltd,112,,,Greenfield,2021,State Power Investment Corp Ltd,SOE,2021,13.3,,,,,13.3,,,,,,,,,,,1058510,1233266,1086220,,,,,,,,48787,KZ.F.006,RE
KAZ2022010,ZHANGIZ-TOBE SOLAR,Kazakhstan,KAZ,Y,Asia,Central Asia,East Kazakhstan,Zhangiz-Tobe,30,2019,solar pv,,,N,Equity,,,,N,5.8,Universal Energy,5.8,,,Greenfield,2019,Universal Energy,POE,,,,,,,,,,,,,,,,,,1057393,1298177,1127904,,,,,,,,46383,,RE
KAZ2023011,Arkalyk,Kazakhstan,KAZ,Y,Asia,Central Asia,,,,,onshore wind,,,N,Equity,,,,,20.544,China Power International Holding Ltd,20.544,,,M&A,2022,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,,4008686040,,,,,,,RE
KAZ2023012,Sofievskaya,Kazakhstan,KAZ,Y,Asia,Central Asia,,,,,onshore wind,,,N,Equity,,,,,47.935,China Power International Holding Ltd,47.935,,,M&A,2022,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,,4008680040,,,,,,,RE
KEN2021001,GARISSA SOLAR,Kenya,KEN,Y,Africa,Sub-Saharan Africa,Garissa County,Sankuri Div - Balambala Sub-county,50,2019,solar pv,,,N,Debt,N,N,N,,135.7,,,,,,,,,2017,135.7,1,,,135.7,,,,,,,,,,,,1052069,1246719,1093964,,,,234,KE.040,,154085587009,,KE.001,RE
KEN2021002,OLKARIA-V,Kenya,KEN,Y,Africa,Sub-Saharan Africa,Nakuru County,Naivasha,173.2,2019,geothermal,,,N,Debt,,N,N,,484,,,,,,,,,2012,484,,,,484,,,,,,,,,,,,1018055,1239421;1239422,1106085,,,,,KE.064,,,,,RE
KEN2021003,OLKARIA-IV,Kenya,KEN,Y,Africa,Sub-Saharan Africa,Nakuru County,Naivasha,140,2014,geothermal,,,N,Debt,,N,N,,99,,,,,,,,,2010,99,,,,99,,,,,,,,,,,,1018055,1137508;1218885,1020740,,,,,KE.007,,,,,RE
KEN2021004,OLKARIA-IV,Kenya,KEN,Y,Africa,Sub-Saharan Africa,Nakuru County,Naivasha,,,geothermal,,,Y,Debt,,N,N,,383,,,,,,,,,2012,383,,,,383,,,,,,,,,,,,1018055,1137508;1218885,1020740,,,,,KE.011,,,,,RE
KEN2022005,ATHI RIVER GULF,Kenya,KEN,Y,Africa,Sub-Saharan Africa,Machakos County,Mavoko,81,2014,oil ,,,N,Debt,,N,N,,80,,,,,,,,,2013,80,,,,,80,,,,,,,,,,,1040073,1230614,1084746,,,,,,,,20208,,Fossil
KGZ2021001,BISHKEK,Kyrgyzstan,KGZ,Y,Asia,Central Asia,Bishkek,Bishkek,300,2019,coal,,,N,Debt,N,N,N,,386,,,,,,,,,2013,386,,,,386,,,,,,,,,,,,1030993,1255572;1255573,1021556,,,,137,,,,,KG.001.1; KG.001.2,Fossil
KHM2021001,KAMCHAY-1,Cambodia,KHM,Y,Asia,South-eastern Asia,Kampot,Tuek Chhou Town - Kampot Dist,180,2012,hydro,,,N,Equity,,,,,,Power Construction Corporation of China,,,,Greenfield,2006,Power Construction Corporation of China,SOE,,,,,,,,,,,,,,,,,,1044543,1159736;1196858;1196859,1038341,,,,,,,,,KH.F.002.1; KH.F.002.2; KH.F.002.3,RE
KHM2021002,KAMCHAY-2,Cambodia,KHM,Y,Asia,South-eastern Asia,Kampot,Kampot Dist,10.1,2009,hydro,,,N,Debt,N,N,Y,,10.5,,,,,,,,,2004,10.5,,,,10.5,,,,,,,,,,,,1044543,1250560;1250561;1250562;1250563,1096336,,,,14,,,,,,RE
KHM2021003,KAMCHAY-3,Cambodia,KHM,Y,Asia,South-eastern Asia,Kampot,Kampot Dist,4,2011,hydro,,,N,Debt,N,N,Y,,4.15,,,,,,,,,2004,4.15,,,,4.15,,,,,,,,,,,,1044543,1250564,1096337,,,,14,,,,,,RE
KHM2021004,KIRIROM-II,Cambodia,KHM,Y,Asia,South-eastern Asia,Kampong Speu,Kirirom,12,2002,hydro,,,N,Equity,,,,,,State Grid Corporation of China,,,,Greenfield,2001,State Grid Corporation of China,SOE,,,,,,,,,,,,,,,,,,1030039,1180338; 1180339,1061095,,,,,,,,,KH.F.001.1; KH.F.001.2,RE
KHM2021005,KIRIROM-III,Cambodia,KHM,Y,Asia,South-eastern Asia,Koh Kong,Sri Ambel Dist,18,2013,hydro,,,N,Equity,,,,,,State Grid Corporation of China,,,,Greenfield,2008,State Grid Corporation of China,SOE,,,,,,,,,,,,,,,,,,1037349,1219122; 1227637,1077932,,,,,,,,,KH.F.003.1; KH.F.003.2,RE
KHM2021006,LOWER SESAN-II,Cambodia,KHM,Y,Asia,South-eastern Asia,Stung Treng,Sesan Dist,400,2017,hydro,,,N,Equity,,,,,,Huaneng Lancang River Hydropower Inc,,,,Greenfield,2012,China Huaneng Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1044086,1231624; 1235100; 1235101; 1235102; 1235103,1085297,,244215,,,,,,,KH.F.008.1; KH.F.008.2; KH.F.008.3; KH.F.008.4; KH.F.008.5; KH.F.008.6; KH.F.008.7; KH.F.008.8,RE
KHM2021007,RUSSEI CHRUM KROM UPPER,Cambodia,KHM,Y,Asia,South-eastern Asia,Koh Kong,Pak khlang Commune - Mondul Seima Dist,206,2015,hydro,,,N,Both,N,N,Y,Y,522.9822485,China Huadian Corporation Ltd,88.98224852,,,Greenfield,2010,China Huadian Corporation Ltd,SOE,2013,434,,,,434,,,,,,,,,,,,1035588,1202731;1250225,1069124,,,,,,,,29265,KH.F.007.3; KH.F.007.4,RE
KHM2021008,RUSSEI CHRUM KROM LOWER,Cambodia,KHM,Y,Asia,South-eastern Asia,Koh Kong,Pak khlang Commune - Mondul Seima Dist,132,2014,hydro,,,N,Both,N,N,Y,Y,335.0177515,China Huadian Corporation Ltd,57.01775148,,,Greenfield,2010,China Huadian Corporation Ltd,SOE,2013,278,,,,278,,,,,,,,,,,,1035588,1250226;1250227,1096140,,,,,,,,29265,KH.F.007.1; KH.F.007.2,RE
KHM2021009,SIHANOUKVILLE CIIDG,Cambodia,KHM,Y,Asia,South-eastern Asia,Krong Preah Sihanouk,Sihanoukville,1105,2014,coal,,,N,Equity,,,,,,Inner Mongolia Erdos Investment Holdings Group Co Ltd,,,,Greenfield,2012,Inner Mongolia Erdos Investment Holdings Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1040132,1230952; 1230953; 1258116; 1258117; 1258118,1084945,,,,,,,,,KH.F.005.1; KH.F.005.2; KH.F.005.3,Fossil
KHM2021010,STUNG ATAY-1A,Cambodia,KHM,Y,Asia,South-eastern Asia,Pursat,Ou Saom - Veal Veng Dist,20,2013,hydro,12.0752,103.1899,N,Equity,,,,,,China Datang Corporation Ltd,,,,Greenfield,2008,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1037035,1215567; 1231725,1069123,WRI1026837,105298,,,,,,,KH.F.004.1; KH.F.004.2,RE
KHM2021011,STUNG TATAY,Cambodia,KHM,Y,Asia,South-eastern Asia,Koh Kong,Thmabang Dist,246,2014,hydro,11.6346,103.2612,N,Both,N,N,N,,540,China National Machinery Industry Corp,,,,Greenfield,2007,China National Machinery Industry Corp,SOE,2010,540,1,,,540,,,,,,,,,,,,1035589,1206068; 1231767; 1231768,1070892,WRI1026839,,,,,,154086896471,,KH.F.006.1; KH.F.006.2; KH.F.006.3,RE
KHM2022012,Battambang ,Cambodia,KHM,Y,Asia,South-eastern Asia,Battambang,Thma Koul Dist,60,2021,solar pv,,,N,Equity,,,,N,6,Risen Energy Co Ltd,6,,,Greenfield,2020,Risen Energy Co Ltd,POE,,,,,,,,,,,,,,,,,,1053050,1135583,1308792,,,,,,,,41046,,RE
KHM2022013,STUNG ATAY-1B,Cambodia,KHM,Y,Asia,South-eastern Asia,Pursat,Ou Saom - Veal Veng Dist,100,2013,hydro,12.0752,103.1899,N,Equity,,,,,,China Datang Corporation Ltd,,,,Greenfield,2008,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1037035,1202730;1231722;1231723;1231724,1134929,WRI1026837,105298,,,,,,,KH.F.004.3; KH.F.004.4; KH.F.004.5; KH.F.004.6,RE
KOR2021001,ASTRO BOOGEO-SEOM,South Korea,KOR,Y,Asia,Eastern Asia,Gangwon-do,Songam-dong,6,2011,solar pv,,,N,Equity,,,,,,Chint Group Corp ,,,,Greenfield,,Chint Group Corp ,POE,,,,,,,,,,,,,,,,,,1041639,1284995,1118438,,,,,,,,,KR.F.005,RE
KOR2021002,ASTRO DAEBANG,South Korea,KOR,Y,Asia,Eastern Asia,Seoul,Dongjak-gu,1,2010,solar pv,,,N,Equity,,,,,,Chint Group Corp ,,,,Greenfield,,Chint Group Corp ,POE,,,,,,,,,,,,,,,,,,1041639,1284994,1118437,,,,,,,,,KR.F.002,RE
KOR2021003,ASTRO JEJU,South Korea,KOR,Y,Asia,Eastern Asia,Jeju-do,Gasi-ri,17,2017,solar pv,,,N,Equity,,,,,,Chint Group Corp ,,,,Greenfield,,Chint Group Corp ,POE,,,,,,,,,,,,,,,,,,1041639,1283929,1117731,,,,,,,,,KR.F.007,RE
KOR2021004,DAESAN WORKS-2,South Korea,KOR,Y,Asia,Eastern Asia,Chungcheongbuk-do,Daesan,465.8,1997,oil ,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1016256,1111222; 1111223; 1111224; 1111225; 1111226,1090554,,,,,,,,,KR.F.003.1; KR.F.003.2; KR.F.003.3; KR.F.003.4,Fossil
KOR2021007,SINAN,South Korea,KOR,Y,Asia,Eastern Asia,Jeollanam-do,Sinan-gun,24,2008,solar pv,,,N,Equity,,,,,,Suntech Power Holdings Co Ltd,,,,Greenfield,,Suntech Power Holdings Co Ltd,POE,,,,,,,,,,,,,,,,,,1027867,1195337,1064491,,,,,,,,29869,KR.F.001,RE
KOR2021008,YULCHON-1,South Korea,KOR,Y,Asia,Eastern Asia,Jeollanam-do,Suncheon-si,530.3,2004,gas,34.913,127.593,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2009,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1016256,1216810;1120748; 1162060; 1162061,1019056,WRI1029907,,,,,,,,KR.F.004.1; KR.F.004.2; KR.F.004.3; KR.F.004.4,Fossil
KOR2021009,,South Korea,KOR,Y,Asia,Eastern Asia,North Jeolla,Saemangeum,10.87,,solar pv,,,N,Equity,,,,,,CNPV Dongying Solar Power Co Ltd,,,,Greenfield,2016,Dongying District State-owned Assets Operation Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,377868,,,,,,,KR.F.004.5; KR.F.004.6; KR.F.004.7,RE
KOR2021010,,South Korea,KOR,Y,Asia,Eastern Asia,,,16.5,,solar pv,,,N,Equity,,,,,,Astronergy,,,,Greenfield,2017,Chint Group Corp,POE,,,,,,,,,,,,,,,,,,,,,,415098,,,,,,,,RE
KOR2021011,,South Korea,KOR,Y,Asia,Eastern Asia,South Jeolla,,17.5,,solar pv,,,N,Equity,,,,,,Golden Jumping Group Co Ltd,,,,Greenfield,2014,Golden Jumping Group Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,309657,,,,,,,,RE
KOR2023012,ASTRO NANJIDO-RI,South Korea,KOR,Y,Asia,Eastern Asia,Chungcheongnam-do,Nanjido-ri,8,2016,solar pv,,,N,Equity,,,,,,Chint Group Corp ,,,,Greenfield,,Chint Group Corp ,POE,,,,,,,,,,,,,,,,,,1041639,1312374,1138209,,,,,,,,,KR.F.006.,RE
KOR2023013,DAESAN WORKS-2,South Korea,KOR,Y,Asia,Eastern Asia,Chungcheongbuk-do,Daesan,465.8,1997,oil ,,,N,Equity,,,,,,"CGN New Energy Holdings Co., Ltd.",,,,M&A,2009,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1016256,1111222;1111223;1111224;1111225;1111226,1090554,,,,,,,,,KR.F.003.5,Fossil
KOR2023014,GANGJIN SOLAR,South Korea,KOR,Y,Asia,Eastern Asia,Jeollanam-do,Gangjin-gun,4.8,2019,solar pv,,,N,Equity,,,,,,JA Solar Co Ltd,,,,Greenfield,,Dongtai Jingtaifu Technology Co Ltd,POE,,,,,,,,,,,,,,,,,,1057664,1299169; 1299170,1128625,,,,,,,,,KR.F.008.1; KR.F.008.2,RE
KOR2023015,YULCHON-2,South Korea,KOR,Y,Asia,Eastern Asia,Jeollanam-do,Suncheon-si,864.2,2013,gas,34.913,127.593,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2009,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1016256,1241205;1241206;1241207,1019056,WRI1029908,,,,,,,,,Fossil
LAO2021001,Houay Palai Hydropower Project,Laos,LAO,Y,Asia,South-eastern Asia,Champasak,,30,,hydro,,,N,Debt,N,N,N,,89.77,,,,,,,,,2017,89.77,,,,89.77,,,,,,,,,,,,,,,,,,235,,,,,,RE
LAO2021002,NAM BENG,Laos,LAO,Y,Asia,South-eastern Asia,Oudomxai,Pakbeng Dist,36,2017,hydro,,,N,Equity,,,,,,China National Electric Engineering Co Ltd,,,,Greenfield,2013,China National Machinery Industry Corp,SOE,,,,,,,,,,,,,,,,,,1038960; NA,1225216; 1258517; 1283708,1081511,,296304,,,,,,,LA.F.011.1; LA.F.011.2; LA.F.011.3,RE
LAO2021003,NAM CHIANE-1,Laos,LAO,Y,Asia,South-eastern Asia,Xaisomboun,Khoun Dist,104,2018,hydro,,,N,Debt,N,N,N,,217.26,,,,,,,,,2017,217.26,,,,217.26,,,,,,,,,,,,1002058,1265944; 1265945,1106018,,,,379,,,,,LA.013.1; LA.013.2,RE
LAO2021004,NAM KHAN-2,Laos,LAO,Y,Asia,South-eastern Asia,Luang Prabang,Nongdy Village - Xieng Ngeun Dist,130,2016,hydro,,,N,Debt,N,N,N,,308,,,,,,,,,2009,308,,,,308,,,,,,,,,,,,1002058,1220079; 1225627,1078454,,,,51,,,,,LA.008.1; LA.008.2,RE
LAO2021005,NAM KHAN-3,Laos,LAO,Y,Asia,South-eastern Asia,Luang Prabang,Xieng Ngeun Dist,60,2018,hydro,,,N,Debt,N,N,N,,127,,,,,,,,,2012,127,,,,127,,,,,,,,,,,,1002058,1220080;1258529,1078455,,,,114,,,,,LA.014.1; LA.014.2,RE
LAO2021006,NAM LIK-1,Laos,LAO,Y,Asia,South-eastern Asia,Vientiane,Phonhong Dist,64.5,2019,hydro,,,N,Equity,,,,,,China Three Gorges Corp,,,,Greenfield,2011,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1046567,1258455; 1258456,1101233,,,,,,,,,LA.F.015.1; LA.F.015.2,RE
LAO2021007,NAM LIK-2,Laos,LAO,Y,Asia,South-eastern Asia,Vientiane,Feuang Dist,100,2011,hydro,18.7942,102.1162,N,Both,N,N,N,,119.2,China Three Gorges Corp,,,,Greenfield,2011,China Three Gorges Corp,SOE,2006,119.2,,,119.2,,,,,,,,,,,,,1034613,1197471; 1207755,1066073,WRI1026796,,,21,,,,,LA.003.1; LA.003.2,RE
LAO2021008,NAM MANG-3,Laos,LAO,Y,Asia,South-eastern Asia,Vientiane,Thulakhom Dist,40,2004,hydro,18.2997,102.4033,N,Debt,N,N,N,,63,,,,,,,,,2004,63,,,,63,,,,,,,,,,,,1045072,1135002; 1208832,1015185,WRI1001055,,,15,,,,,LA.001.1; LA.001.2,RE
LAO2021009,NAM NGIEP-2,Laos,LAO,Y,Asia,South-eastern Asia,Xiengkhouang,Phaxay Dist,180,2015,hydro,,,N,Both,Y,N,N,,345,China Three Gorges Corp,,,,Greenfield,2006,China Three Gorges Corp,SOE,2011,345,,,345,,,,,,,,,,,,,1037436,1219461; 1250305; 1273106,1078123,,,,99,,,,,LA.006.1; LA.006.2; LA.006.3,RE
LAO2021010,NAM NGUM-4,Laos,LAO,Y,Asia,South-eastern Asia,Xiengkhouang,Paek,220,,hydro,,,N,Debt,,N,N,,322,,,,,,,,,2016,322,,,,322,,,,,,,,,,,,1048385,1265967,1106033,,,,208,,,,,LA.026,RE
LAO2021011,NAM NGUM-5,Laos,LAO,Y,Asia,South-eastern Asia,Xiengkhouang,Nam Ngum,120,2012,hydro,,,N,Equity,,,,,,Power Construction Corporation of China,,,,Greenfield,2004,Power Construction Corporation of China,SOE,,,,,,,,,,,,,,,,,,1018268,1179024; 1196407,1053386,,,,,,,,,LA.F.004.1; LA.F.004.2,RE
LAO2021012,NAM OU-1,Laos,LAO,Y,Asia,South-eastern Asia,Phongsali,Pak Ou Dist,180,2021,hydro,,,N,Both,N,N,Y,,278,Power Construction Corporation of China,,,,Greenfield,2015,Power Construction Corporation of China,SOE,2011,278,,,278,,,,,,,,,,,,,1052501,1281428,1116128,,,,,,,,,LA.F.019.1; LA.F.019.2; LA.F.019.3; LA.F.019.4,RE
LAO2021013,NAM OU-2,Laos,LAO,Y,Asia,South-eastern Asia,Luang Prabang,Ngoy Dist,120,2015,hydro,,,N,Both,N,N,Y,,147,Power Construction Corporation of China,,,,Greenfield,2012,Power Construction Corporation of China,SOE,2013,147,,,147,,,,,,,,,,,,,1018268,1239181;1258261;1258262,1089394,,,,138,,,,,LA.007.1; LA.007.2; LA.007.3,RE
LAO2021014,NAM OU-3,Laos,LAO,Y,Asia,South-eastern Asia,Phongsali,Muang Ngoy Dist,210,2021,hydro,,,N,Both,N,N,Y,,325,Power Construction Corporation of China,,,,Greenfield,2015,Power Construction Corporation of China,SOE,2011,325,,,325,,,,,,,,,,,,,1052501,1281429,1116129,,,,,,,,,LA.F.020.1; LA.F.020.2; LA.F.020.3,RE
LAO2021015,NAM OU-4,Laos,LAO,Y,Asia,South-eastern Asia,Phongsali,Mung Khua Dist,132,2019,hydro,,,N,Both,N,N,Y,,204,Power Construction Corporation of China,,,,Greenfield,2015,Power Construction Corporation of China,SOE,2011,204,,,204,,,,,,,,,,,,,1052501,1281411; 1281412; 1281413,1116111,,,,,,,,,LA.F.016.1; LA.F.016.2; LA.F.016.3,RE
LAO2021016,NAM OU-5,Laos,LAO,Y,Asia,South-eastern Asia,Phongsali,Sampanh Dist,240,2016,hydro,,,N,Both,N,N,Y,,214,Power Construction Corporation of China,,,,Greenfield,2012,Power Construction Corporation of China,SOE,2013,214,,,214,,,,,,,,,,,,,1018268,1253162;1253163;1253164,1098012,,,,138,,,,,LA.009.1; LA.009.2; LA.009.3,RE
LAO2021017,NAM OU-6,Laos,LAO,Y,Asia,South-eastern Asia,Phongsali,Phongsali City - Phongsali Dist,180,2016,hydro,,,N,Both,N,N,Y,,299,Power Construction Corporation of China,,,,Greenfield,2012,Power Construction Corporation of China,SOE,2013,299,,,299,,,,,,,,,,,,,1018268,1240461;1258263;1258264,1090121,,,,138,,,,,LA.010.1; LA.010.2; LA.010.3,RE
LAO2021018,NAM OU-7,Laos,LAO,Y,Asia,South-eastern Asia,Phongsali,Phongsali Dist,105,2021,hydro,,,N,Both,N,N,Y,,294.1,Power Construction Corporation of China,,,,Greenfield,2015,Power Construction Corporation of China,SOE,2011,294.1,,,294.1,,,,,,,,,,,,,1052501,1281430,1116130,,,,,,,,,LA.F.021.1; LA.F.021.2,RE
LAO2021019,NAM PHAY,Laos,LAO,Y,Asia,South-eastern Asia,Vientiane,Xaysomboun Dist,86,,hydro,,,N,Debt,N,N,N,,367.29,,,,,,,,,2017,367.29,,,,367.29,,,,,,,,,,,,1037577,1220081,1078456,,,,237,,,,,LA.027,RE
LAO2021020,NAM THA-1,Laos,LAO,Y,Asia,South-eastern Asia,Bokeo,Pha'Oudom Dist,168,2018,hydro,,,N,Both,N,N,N,,400,China Southern Power Grid Co Ltd,,,,Greenfield,2007,China Southern Power Grid Co Ltd,SOE,2018,400,,,,400,,,,,,,,,,,,1032131,1205608; 1276552; 1276553,1070642,,88155,,257,,,,,LA.017.1; LA.017.2; LA.017.3,RE
LAO2021021,Nam Yiep 2,Laos,LAO,Y,Asia,South-eastern Asia,,,180,,hydro,,,N,Equity,,,,,,China Three Gorges Corp,,,,Greenfield,2015,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,,,,,361406,,,,,,,,RE
LAO2021022,PAK LAY,Laos,LAO,Y,Asia,South-eastern Asia,Xaignabouri,Pak Lay,770,2029,hydro,,,N,Debt,N,N,N,,1700,,,,,,,,,2017,1700,,,,1700,,,,,,,,,,,,1056059,1293271; 1298426; 1298427; 1298428; 1298429; 1298430; 1298431; 1298432; 1298433; 1298434,1124484,,,,236,,,,,LA.024.1; LA.024.10; LA.024.11; LA.024.12; LA.024.13; LA.024.14; LA.024.2; LA.024.3; LA.024.4; LA.024.5; LA.024.6; LA.024.7; LA.024.8; LA.024.9,RE
LAO2021023,XELANONG-2,Laos,LAO,Y,Asia,South-eastern Asia,Saravan,,35,2023,hydro,15.4919,106.2788,N,Equity,,,,,,China Gezhouba Group Corp,,,,Greenfield,2016,China Energy Engineering Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1051724,1279077;1279078;1279079,1114471,,391447,,,,,,,LA.F.022.1; LA.F.022.2; LA.F.022.3,RE
LAO2021024,XESET-2,Laos,LAO,Y,Asia,South-eastern Asia,Saravan,Saravan Dist,76,2009,hydro,,,N,Debt,Y,N,N,,108.4,,,,,,,,,2004,108.4,,,,108.4,,,,,,,,,,,,1045072,1179023; 1196852,1053387,,,,16,,,,,LA.002.1; LA.002.2,RE
LAO2021025,XESET-3,Laos,LAO,Y,Asia,South-eastern Asia,Saravan,Ban Phokhem,16,,hydro,,,N,Debt,Y,N,N,,50.73,,,,,,,,,2014,50.73,,,,50.73,,,,,,,,,,,,1002058,1179025;1196854,1053388,,,,158,,,,,,RE
LAO2023026,HOUAY LA NGE,Laos,LAO,Y,Asia,South-eastern Asia,Attapeu,Kaluem  Dist - Attapeu Dist,60,,hydro,,,N,Equity,,,,,,"Construction and Investment International Co., Ltd",,,,Greenfield,2017,Hebei Province Construction & Investment Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1056895,1296088; 1296089,1126593,,,,,,,,,LA.025.1; LA.025.2,RE
LAO2023027,HOUAY LAMPHAN GNAI,Laos,LAO,Y,Asia,South-eastern Asia,Xekong,Kafe Village - Thataeng Dist,88,2015,hydro,,,N,Debt,,N,N,,206,,,,,,,,,2009,206,,,,206,,,,,,,,,,,,1002058,1179026; 1252517,1053389,,,,376,,,,,LA.005.1; LA.005.2,RE
LAO2023028,NAM NGUM-3,Laos,LAO,Y,Asia,South-eastern Asia,Xaisomboun,Long Chaeng Dist,540,2021,hydro,,,N,Debt,,N,N,,1290,,,,,,,,,2015,1290,,,,1290,,,,,,,,,,,,1019294,1166844; 1168106; 1309300,1045214,,,,308,,,,,LA.018.1; LA.018.2; LA.018.3,RE
LBR2023001,BONG MINE,Liberia,LBR,Y,Africa,Sub-Saharan Africa,Bong County,Bong Town - Salala Dist,24.69,2014,oil ,,,N,Equity,,,,,,China Gezhouba Group Corp,,,,Greenfield,,China Energy Engineering Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1052962,1283117,1117238,,,,,,,,,LR.F.001,Fossil
LKA2021002,HAMBANTOTA RLNG,Sri Lanka,LKA,Y,Asia,Southern Asia,Southern,Hambantota Dist,400,,gas,,,N,Debt,Y,N,N,,1000,,,,,,,,,2018,1000,,,,1000,,,,,,,,,,,,1054423,1288880,1121200,,,,265,,,,,LK.004,Fossil
LKA2021004,NOROCHCHOLAI 1,Sri Lanka,LKA,Y,Asia,Southern Asia,North Western,Puttalam,300,2011,coal,,,N,Debt,N,N,N,,450,,,,,,,,,2006,450,,,,450,,,,,,,,,,,,1001202,1123485,1012081,,,,22,,,,,LK.001.1; LK.001.2; LK.001.3,Fossil
LKA2021005,NOROCHCHOLAI 2-3,Sri Lanka,LKA,Y,Asia,Southern Asia,North Western,Puttalam,600,2014,coal,,,N,Debt,N,N,N,,891,,,,,,,,,2009,891,,,,891,,,,,,,,,,,,1001202,1164974;  1164975,1012081,,,,55,,,,,LK.001.1; LK.001.2; LK.001.3,Fossil
LKA2021007,THALPITIGALA,Sri Lanka,LKA,Y,Asia,Southern Asia,Uva,Hunuketiya,15,2025,hydro,,,N,Debt,Y,N,N,,148,,,,,,,,,2018,148,,,,148,,,,,,,,,,,,1001202,1281729; 1281730,1116329,,,,264,,,,,LK.003.1; LK.003.2,RE
